1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,27,2,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,1,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,2,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
1234,3,3,2017
4321,3,3,2017
4321,3,3,2017
4321,3,3,2017
4321,3,3,2017
1234,3,3,2017
4321,3,3,2017
4321,3,3,2017
1234,3,3,2017
4321,3,3,2017
4321,3,3,2017
1234,3,3,2017
4321,6,3,2017
4321,6,3,2017
1234,6,3,2017
4321,6,3,2017
1234,6,3,2017
1234,6,3,2017
1234,6,3,2017
1234,8,3,2017
1234,8,3,2017
1234,8,3,2017
1234,8,3,2017
1234,8,3,2017
1234,8,3,2017
4321,8,3,2017
4321,8,3,2017
4321,8,3,2017
1234,10,3,2017
1234,10,3,2017
1234,10,3,2017
4321,10,3,2017
4321,10,3,2017
4321,10,3,2017
1234,10,3,2017
1234,10,3,2017
4321,10,3,2017
4321,10,3,2017
1234,10,3,2017
1234,10,3,2017
1234,15,3,2017
1234,15,3,2017
4321,15,3,2017
4321,15,3,2017
1234,15,3,2017
4321,15,3,2017
1234,15,3,2017
4321,15,3,2017
4321,15,3,2017
1234,16,3,2017
1234,17,3,2017
1234,17,3,2017
1234,17,3,2017
1234,17,3,2017
1234,17,3,2017
1234,17,3,2017
1234,17,3,2017
1234,17,3,2017
4321,17,3,2017
4321,17,3,2017
1234,17,3,2017
1234,17,3,2017
1234,20,3,2017
1234,20,3,2017
1234,20,3,2017
1234,20,3,2017
2148,20,3,2017
2148,20,3,2017
1234,10,4,2017
1234,10,4,2017
1234,10,4,2017
